Freq.	V(out_fs)
1.77418948089014e+00	(-8.50771067788257e+01dB,8.99999791101943e+01°)
1.77827941003890e+00	(-8.50571067788257e+01dB,8.99999790620383e+01°)
1.78237876744807e+00	(-8.50371067788257e+01dB,8.99999790137713e+01°)
1.78648757485203e+00	(-8.50171067788257e+01dB,8.99999789653931e+01°)
1.79060585403527e+00	(-8.49971067788257e+01dB,8.99999789169033e+01°)
1.79473362683250e+00	(-8.49771067788257e+01dB,8.99999788683018e+01°)
1.79887091512876e+00	(-8.49571067788257e+01dB,8.99999788195882e+01°)
1.80301774085955e+00	(-8.49371067788257e+01dB,8.99999787707623e+01°)
1.80717412601090e+00	(-8.49171067788257e+01dB,8.99999787218238e+01°)
1.81134009261958e+00	(-8.48971067788257e+01dB,8.99999786727726e+01°)
1.81551566277311e+00	(-8.48771067788257e+01dB,8.99999786236082e+01°)
1.81970085860996e+00	(-8.48571067788257e+01dB,8.99999785743305e+01°)
1.82389570231961e+00	(-8.48371067788257e+01dB,8.99999785249393e+01°)
1.82810021614272e+00	(-8.48171067788257e+01dB,8.99999784754341e+01°)
1.83231442237119e+00	(-8.47971067788257e+01dB,8.99999784258149e+01°)
1.83653834334832e+00	(-8.47771067788257e+01dB,8.99999783760813e+01°)
1.84077200146893e+00	(-8.47571067788257e+01dB,8.99999783262330e+01°)
1.84501541917945e+00	(-8.47371067788257e+01dB,8.99999782762698e+01°)
1.84926861897805e+00	(-8.47171067788257e+01dB,8.99999782261914e+01°)
1.85353162341479e+00	(-8.46971067788257e+01dB,8.99999781759976e+01°)
1.85780445509167e+00	(-8.46771067788257e+01dB,8.99999781256881e+01°)
1.86208713666284e+00	(-8.46571067788257e+01dB,8.99999780752626e+01°)
1.86637969083464e+00	(-8.46371067788257e+01dB,8.99999780247208e+01°)
1.87068214036577e+00	(-8.46171067788257e+01dB,8.99999779740626e+01°)
1.87499450806739e+00	(-8.45971067788257e+01dB,8.99999779232876e+01°)
1.87931681680324e+00	(-8.45771067788257e+01dB,8.99999778723955e+01°)
1.88364908948977e+00	(-8.45571067788257e+01dB,8.99999778213861e+01°)
1.88799134909627e+00	(-8.45371067788257e+01dB,8.99999777702591e+01°)
1.89234361864495e+00	(-8.45171067788257e+01dB,8.99999777190143e+01°)
1.89670592121112e+00	(-8.44971067788257e+01dB,8.99999776676513e+01°)
1.90107827992327e+00	(-8.44771067788257e+01dB,8.99999776161699e+01°)
1.90546071796322e+00	(-8.44571067788257e+01dB,8.99999775645698e+01°)
1.90985325856621e+00	(-8.44371067788258e+01dB,8.99999775128508e+01°)
1.91425592502106e+00	(-8.44171067788257e+01dB,8.99999774610126e+01°)
1.91866874067026e+00	(-8.43971067788257e+01dB,8.99999774090549e+01°)
1.92309172891013e+00	(-8.43771067788257e+01dB,8.99999773569774e+01°)
1.92752491319091e+00	(-8.43571067788257e+01dB,8.99999773047798e+01°)
1.93196831701690e+00	(-8.43371067788257e+01dB,8.99999772524619e+01°)
1.93642196394658e+00	(-8.43171067788257e+01dB,8.99999772000234e+01°)
1.94088587759275e+00	(-8.42971067788257e+01dB,8.99999771474641e+01°)
1.94536008162263e+00	(-8.42771067788257e+01dB,8.99999770947835e+01°)
1.94984459975802e+00	(-8.42571067788258e+01dB,8.99999770419816e+01°)
1.95433945577537e+00	(-8.42371067788257e+01dB,8.99999769890578e+01°)
1.95884467350596e+00	(-8.42171067788257e+01dB,8.99999769360121e+01°)
1.96336027683602e+00	(-8.41971067788258e+01dB,8.99999768828442e+01°)
1.96788628970682e+00	(-8.41771067788257e+01dB,8.99999768295536e+01°)
1.97242273611482e+00	(-8.41571067788257e+01dB,8.99999767761402e+01°)
1.97696964011183e+00	(-8.41371067788258e+01dB,8.99999767226037e+01°)
1.98152702580507e+00	(-8.41171067788258e+01dB,8.99999766689438e+01°)
1.98609491735734e+00	(-8.40971067788257e+01dB,8.99999766151601e+01°)
1.99067333898716e+00	(-8.40771067788258e+01dB,8.99999765612525e+01°)
1.99526231496885e+00	(-8.40571067788258e+01dB,8.99999765072206e+01°)
1.99986186963271e+00	(-8.40371067788257e+01dB,8.99999764530641e+01°)
2.00447202736513e+00	(-8.40171067788258e+01dB,8.99999763987829e+01°)
2.00909281260870e+00	(-8.39971067788258e+01dB,8.99999763443764e+01°)
2.01372424986236e+00	(-8.39771067788258e+01dB,8.99999762898446e+01°)
2.01836636368153e+00	(-8.39571067788258e+01dB,8.99999762351870e+01°)
2.02301917867824e+00	(-8.39371067788258e+01dB,8.99999761804035e+01°)
2.02768271952125e+00	(-8.39171067788258e+01dB,8.99999761254936e+01°)
2.03235701093619e+00	(-8.38971067788258e+01dB,8.99999760704572e+01°)
2.03704207770569e+00	(-8.38771067788258e+01dB,8.99999760152939e+01°)
2.04173794466950e+00	(-8.38571067788258e+01dB,8.99999759600035e+01°)
2.04644463672464e+00	(-8.38371067788258e+01dB,8.99999759045856e+01°)
2.05116217882553e+00	(-8.38171067788258e+01dB,8.99999758490399e+01°)
2.05589059598411e+00	(-8.37971067788258e+01dB,8.99999757933662e+01°)
2.06062991326997e+00	(-8.37771067788258e+01dB,8.99999757375641e+01°)
2.06538015581050e+00	(-8.37571067788258e+01dB,8.99999756816334e+01°)
2.07014134879101e+00	(-8.37371067788258e+01dB,8.99999756255738e+01°)
2.07491351745488e+00	(-8.37171067788258e+01dB,8.99999755693849e+01°)
2.07969668710366e+00	(-8.36971067788258e+01dB,8.99999755130666e+01°)
2.08449088309726e+00	(-8.36771067788258e+01dB,8.99999754566184e+01°)
2.08929613085401e+00	(-8.36571067788258e+01dB,8.99999754000400e+01°)
2.09411245585086e+00	(-8.36371067788258e+01dB,8.99999753433312e+01°)
2.09893988362349e+00	(-8.36171067788258e+01dB,8.99999752864918e+01°)
2.10377843976644e+00	(-8.35971067788258e+01dB,8.99999752295212e+01°)
2.10862814993326e+00	(-8.35771067788258e+01dB,8.99999751724194e+01°)
2.11348903983661e+00	(-8.35571067788258e+01dB,8.99999751151859e+01°)
2.11836113524847e+00	(-8.35371067788258e+01dB,8.99999750578205e+01°)
2.12324446200018e+00	(-8.35171067788258e+01dB,8.99999750003228e+01°)
