Freq.	V(out_fs)
2.00447202736513e+05	(-4.01650244909835e+00dB,-9.10969377725639e+01°)
2.00909281260870e+05	(-3.99650010168492e+00dB,-9.10994670772613e+01°)
2.01372424986236e+05	(-3.97649774344581e+00dB,-9.11020022167808e+01°)
2.01836636368153e+05	(-3.95649537433113e+00dB,-9.11045432046018e+01°)
2.02301917867824e+05	(-3.93649299429076e+00dB,-9.11070900542353e+01°)
2.02768271952125e+05	(-3.91649060327437e+00dB,-9.11096427792235e+01°)
2.03235701093619e+05	(-3.89648820123139e+00dB,-9.11122013931400e+01°)
2.03704207770569e+05	(-3.87648578811100e+00dB,-9.11147659095898e+01°)
2.04173794466950e+05	(-3.85648336386218e+00dB,-9.11173363422097e+01°)
2.04644463672464e+05	(-3.83648092843364e+00dB,-9.11199127046681e+01°)
2.05116217882553e+05	(-3.81647848177388e+00dB,-9.11224950106648e+01°)
2.05589059598411e+05	(-3.79647602383115e+00dB,-9.11250832739319e+01°)
2.06062991326997e+05	(-3.77647355455346e+00dB,-9.11276775082329e+01°)
2.06538015581050e+05	(-3.75647107388860e+00dB,-9.11302777273635e+01°)
2.07014134879101e+05	(-3.73646858178410e+00dB,-9.11328839451514e+01°)
2.07491351745488e+05	(-3.71646607818725e+00dB,-9.11354961754564e+01°)
2.07969668710366e+05	(-3.69646356304510e+00dB,-9.11381144321703e+01°)
2.08449088309725e+05	(-3.67646103630447e+00dB,-9.11407387292174e+01°)
2.08929613085400e+05	(-3.65645849791192e+00dB,-9.11433690805540e+01°)
2.09411245585086e+05	(-3.63645594781377e+00dB,-9.11460055001692e+01°)
2.09893988362349e+05	(-3.61645338595609e+00dB,-9.11486480020841e+01°)
2.10377843976644e+05	(-3.59645081228470e+00dB,-9.11512966003529e+01°)
2.10862814993325e+05	(-3.57644822674519e+00dB,-9.11539513090618e+01°)
2.11348903983661e+05	(-3.55644562928286e+00dB,-9.11566121423303e+01°)
2.11836113524847e+05	(-3.53644301984281e+00dB,-9.11592791143103e+01°)
2.12324446200018e+05	(-3.51644039836984e+00dB,-9.11619522391865e+01°)
2.12813904598268e+05	(-3.49643776480853e+00dB,-9.11646315311770e+01°)
2.13304491314654e+05	(-3.47643511910318e+00dB,-9.11673170045323e+01°)
2.13796208950220e+05	(-3.45643246119786e+00dB,-9.11700086735365e+01°)
2.14289060112002e+05	(-3.43642979103636e+00dB,-9.11727065525066e+01°)
2.14783047413050e+05	(-3.41642710856222e+00dB,-9.11754106557929e+01°)
2.15278173472434e+05	(-3.39642441371873e+00dB,-9.11781209977790e+01°)
2.15774440915263e+05	(-3.37642170644890e+00dB,-9.11808375928819e+01°)
2.16271852372698e+05	(-3.35641898669550e+00dB,-9.11835604555521e+01°)
2.16770410481966e+05	(-3.33641625440100e+00dB,-9.11862896002737e+01°)
2.17270117886371e+05	(-3.31641350950767e+00dB,-9.11890250415645e+01°)
2.17770977235312e+05	(-3.29641075195745e+00dB,-9.11917667939757e+01°)
2.18272991184296e+05	(-3.27640798169203e+00dB,-9.11945148720927e+01°)
2.18776162394951e+05	(-3.25640519865286e+00dB,-9.11972692905344e+01°)
2.19280493535041e+05	(-3.23640240278109e+00dB,-9.12000300639540e+01°)
2.19785987278479e+05	(-3.21639959401762e+00dB,-9.12027972070386e+01°)
2.20292646305342e+05	(-3.19639677230306e+00dB,-9.12055707345093e+01°)
2.20800473301886e+05	(-3.17639393757776e+00dB,-9.12083506611215e+01°)
2.21309470960560e+05	(-3.15639108978179e+00dB,-9.12111370016648e+01°)
2.21819641980018e+05	(-3.13638822885495e+00dB,-9.12139297709634e+01°)
2.22330989065136e+05	(-3.11638535473677e+00dB,-9.12167289838757e+01°)
